Word	V	A	D	Anger	Disgust	Fear	Joy	Sadness	Surprise	Danger	Resource_Value	Social_Bond	Goal_Proximity	Is_Expanded
reiteration	0.0	0.593	0.292	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.3	0.4	1
reiterative	-0.19	0.333	0.267	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.3	0.4	1
reject	-0.88	0.294	-0.26	1.0	0.0	1.0	0.0	1.0	0.0	0.6	0.1	0.1	0.2	1
rejected	-0.796	-0.04	-0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.1	0.1	0.2	1
rejecter	-0.667	0.667	0.63	0.0	0.0	0.0	0.0	0.0	0.0	0.7	0.1	0.1	0.2	1
rejection	-0.84	0.408	-0.34	1.0	1.0	1.0	0.0	1.0	0.0	0.5	0.1	0.2	0.2	1
rejects	-0.834	0.274	-0.156	1.0	0.0	1.0	0.0	1.0	0.0	0.5	0.1	0.1	0.2	1
rejoice	0.654	0.3	0.396	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.4	0.8	0.7	1
rejoice in	0.166	0.126	-0.072	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.8	0.7	1
rejoicing	0.622	0.274	0.184	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.4	0.8	0.7	1
rejoin	0.31	0.096	0.112	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.3	0.9	0.6	1
rejuvenate	0.552	0.176	0.534	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.5	0.9	1
rejuvenated	0.618	0.346	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.5	0.9	1
rejuvenation	1.0	0.667	0.619	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.5	0.9	1
rejuvenator	0.952	0.667	0.593	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.6	0.9	1
rekindle	0.312	0.04	0.576	0.0	0.0	1.0	1.0	0.0	1.0	0.1	0.5	0.8	0.7	1
relapse	-0.654	-0.08	-0.394	0.0	0.0	1.0	0.0	1.0	0.0	0.8	0.1	0.3	0.1	1
relatable	0.428	-0.122	-0.214	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.3	0.8	0.5	1
relate	0.306	0.0	0.246	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.2	0.6	0.4	1
relate to	0.302	-0.302	0.112	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.2	0.6	0.4	1
related	0.354	-0.27	0.038	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.2	0.7	0.3	1
related to	0.214	-0.12	0.068	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.2	0.6	0.3	1
relatedness	0.722	-0.583	-0.037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.9	0.3	1
relating to	0.23	-0.158	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.2	0.6	0.4	1
relation	0.714	0.208	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.2	0.6	0.3	1
relational	0.667	-0.5	0.222	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.2	0.7	0.3	1
relationally	0.381	0.0	0.278	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.1	0.6	0.2	1
relationship	0.734	0.132	0.178	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.4	0.9	0.4	1
relative	0.0	-0.244	-0.228	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.3	0.7	0.3	1
relative to	0.066	0.144	0.134	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.2	0.3	0.4	1
relatively	0.0	-0.583	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.1	0.2	0.3	1
relativism	-0.037	0.0	0.222	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.1	0.2	0.1	1
relativist	0.0	0.667	0.238	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.1	0.3	0.1	1
relativistic	0.0	0.095	0.259	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.1	0.2	0.2	1
relativity	0.188	-0.214	0.23	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.1	0.2	0.2	1
relator	0.583	0.667	0.444	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.2	0.5	0.3	1
relax	0.854	-0.5	-0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7	0.4	0.6	1
relaxant	0.756	-0.931	-0.126	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.6	0.5	0.3	1
relaxation	0.746	-0.524	-0.238	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.7	0.5	0.6	1
relaxed	0.73	-0.91	-0.189	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.5	0.6	0.5	1
relaxer	0.667	-0.792	-0.444	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.6	0.7	0.4	1
relaxing	0.708	-0.686	-0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.6	0.6	0.5	1
relay	0.476	0.084	0.086	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.5	0.8	0.7	1
relearn	0.667	0.667	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.8	0.4	0.9	1
releasable	0.704	0.267	0.556	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.6	0.4	0.5	1
release	0.48	0.212	0.482	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.5	0.5	0.6	1
released	0.688	-0.02	0.302	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.4	0.5	0.5	1
releaser	0.667	0.667	0.593	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.4	0.5	0.4	1
relegate	-0.667	-0.625	0.444	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.2	0.2	0.1	1
relegation	-0.25	0.0	-0.132	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.1	0.2	0.1	1
relent	0.458	-0.593	-0.417	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.4	0.7	0.5	1
relentless	-0.334	0.426	0.808	0.0	0.0	0.0	0.0	0.0	0.0	0.7	0.3	0.2	0.8	1
relentlessly	-0.667	0.75	0.963	0.0	0.0	0.0	0.0	0.0	0.0	0.7	0.2	0.2	0.8	1
relentlessness	-0.267	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7	0.2	0.2	0.7	1
relevance	0.42	0.198	0.582	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.9	0.5	0.9	1
relevancy	0.448	-0.038	0.346	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.9	0.5	0.9	1
relevant	0.438	0.216	0.528	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.9	0.5	0.9	1
relevantly	0.042	0.2	0.375	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.3	0.4	0.8	1
reliability	0.834	-0.24	0.392	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.9	0.7	1
reliable	0.824	-0.518	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7	0.9	0.7	1
reliably	0.667	-0.524	0.444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.8	0.7	1
reliance	0.688	-0.138	0.706	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.5	0.8	0.5	1
reliant	0.259	-0.611	-0.625	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.4	0.6	0.4	1
reliantly	0.667	-0.667	0.286	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.3	0.5	0.5	1
relic	0.292	-0.096	0.182	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.4	0.2	0.2	1
relicense	0.593	0.667	0.208	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.4	0.3	0.5	1
relics	0.438	0.16	0.158	0.0	0.0	0.0	0.0	1.0	0.0	0.2	0.4	0.2	0.2	1
relief	0.688	-0.444	-0.038	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.7	0.5	0.6	1
relief pitcher	0.2	0.312	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.5	0.7	0.4	1
relievable	0.333	-0.667	0.042	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.5	0.4	0.6	1
relieve	0.626	-0.634	0.072	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.6	0.7	0.7	1
relieved	0.792	-0.372	-0.218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.6	0.5	1
reliever	0.667	0.556	0.286	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.5	0.7	0.5	1
relieving	0.48	-0.49	-0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.5	0.7	0.6	1
relight	0.12	0.176	0.038	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.8	0.3	0.7	1
religion	0.292	-0.36	0.51	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.4	0.6	0.4	1
religionist	-0.042	0.111	0.296	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.3	0.5	0.3	1
religious	0.48	-0.524	0.392	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.4	0.5	0.5	1
religious belief	0.276	0.112	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.5	0.5	0.6	1
religious person	0.234	-0.112	0.242	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.3	0.7	0.4	1
religious right	0.312	0.242	0.134	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.2	0.2	0.3	1
religiously	0.667	-0.583	-0.037	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.2	0.3	0.4	1
religiousness	0.333	-0.524	0.37	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.3	0.4	0.5	1
relinquish	-0.47	0.212	-0.428	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.2	0.3	0.2	1
relinquishment	-0.625	-0.667	-0.778	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.1	0.2	0.2	1
relish	0.708	0.22	0.264	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.6	0.7	1
relive	0.5	0.3	0.386	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.3	0.2	0.3	1
reload	0.124	0.222	0.142	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.9	0.1	0.8	1
relocate	0.0	0.188	0.28	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.4	0.3	0.6	1
relocation	-0.208	0.0	-0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.3	0.2	0.5	1
relock	0.0	-0.556	0.429	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.6	0.1	0.7	1
reluctance	-0.52	0.212	-0.254	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.1	0.3	0.2	1
reluctant	-0.416	0.26	-0.136	0.0	0.0	1.0	0.0	0.0	0.0	0.2	0.1	0.3	0.2	1
reluctantly	-0.611	-0.667	-0.704	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.1	0.3	0.2	1
rely	0.624	-0.142	0.232	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.7	0.9	0.8	1
rely on	0.0	-0.098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.7	0.9	0.8	1
remade	0.619	0.63	0.074	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.6	0.2	0.7	1
remain	0.418	-0.27	0.462	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.4	0.5	0.5	1
remainder	-0.204	-0.286	-0.352	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.3	0.2	1
remaining	-0.102	-0.42	-0.408	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.3	0.3	0.4	1
remains	0.22	-0.52	0.13	0.0	1.0	1.0	0.0	0.0	0.0	0.4	0.1	0.1	0.1	1
remake	0.166	-0.024	0.284	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.5	0.4	0.6	1
remand	-0.51	-0.108	-0.364	1.0	0.0	0.0	0.0	0.0	0.0	0.7	0.0	0.1	0.0	1
remanufacture	0.542	0.583	0.333	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.7	0.4	0.7	1
remap	0.667	0.667	0.481	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.5	0.4	0.8	1
remark	0.122	-0.35	0.432	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.3	0.6	0.5	1
remarkable	0.76	0.146	0.44	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.6	0.7	0.7	1
remarkableness	0.889	0.5	0.875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.6	0.6	1
remarkably	0.376	0.236	0.736	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.6	0.6	1
remarket	0.667	0.667	0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.6	0.4	0.7	1
remarriage	0.667	0.667	0.048	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.5	0.9	0.8	1
remarried	0.381	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.5	0.9	0.8	1
remarry	0.306	0.582	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.5	0.9	0.8	1
rematch	-0.062	0.596	0.254	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.4	0.3	0.5	1
rematerialize	0.259	0.611	0.519	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.6	0.5	0.7	1
remediable	0.81	0.25	0.619	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.6	0.5	0.7	1
remedial	-0.262	-0.164	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.6	0.5	0.7	1
remedially	0.333	0.048	-0.333	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.4	0.5	0.6	1
remediate	0.667	0.667	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.7	0.4	0.8	1
remediation	0.667	0.667	0.444	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.7	0.3	0.8	1
remedy	0.25	-0.434	-0.018	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.9	0.6	0.9	1
remember	0.552	-0.156	-0.092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.7	0.7	1
remembered	0.722	-0.501	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.8	0.5	1
remembering	0.07	-0.228	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.7	0.7	1
remembrance	0.624	-0.5	0.038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.8	0.4	1
remembrance day	0.086	0.046	0.226	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.2	0.9	0.3	1
rememorize	0.429	0.625	0.296	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.3	0.6	1
remilitarization	-0.667	0.667	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.3	0.1	0.2	1
remilitarize	-0.667	0.905	0.875	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.3	0.1	0.2	1
remind	0.442	-0.17	0.126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.7	0.7	1
remind of	-0.104	-0.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.6	0.5	1
reminder	0.104	-0.154	0.178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.5	0.8	1
remindful	0.333	-0.19	0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.6	0.6	1
reminisce	0.806	-0.02	-0.274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.9	0.3	1
reminiscence	0.714	-0.667	-0.222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.8	0.2	1
reminiscent	0.0	-0.038	0.222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.7	0.3	1
reminiscent of	-0.034	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.7	0.3	1
reminiscently	0.625	-0.667	-0.222	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.2	0.6	0.4	1
reminiscing	0.376	-0.138	-0.164	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.2	0.7	0.4	1
remiss	-0.62	0.3	-0.35	1.0	1.0	0.0	0.0	1.0	0.0	0.6	0.1	0.2	0.2	1
remissible	0.333	-0.667	-0.208	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.3	0.7	0.5	1
remission	-0.164	-0.34	0.036	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.7	0.5	0.8	1
remissive	-0.667	-0.667	-0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.4	0.7	0.6	1
remit	0.02	0.018	-0.054	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.5	0.5	0.6	1
remittable	0.042	-0.519	0.208	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.5	0.5	0.5	1
remittal	0.333	-0.583	0.074	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.5	0.5	0.6	1
remittance	0.368	-0.042	-0.092	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.8	0.6	0.7	1
remittent	-0.667	-0.296	-0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.1	0.3	0.3	1
remitter	0.056	0.667	0.593	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.6	0.6	0.6	1
remix	0.266	0.14	0.068	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.4	0.5	0.5	1
remnant	-0.266	-0.376	-0.224	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.5	0.3	0.4	1
remobilization	0.667	0.792	0.458	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.7	0.7	0.8	1
remobilize	0.667	0.815	0.667	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.7	0.7	0.8	1
remodel	0.208	0.294	0.386	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.6	0.4	0.7	1
remodeler	0.619	0.667	0.63	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.6	0.5	0.7	1
remold	0.667	0.667	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.6	0.4	0.7	1
remonstrate	-0.667	0.667	0.444	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.2	0.3	0.4	1
remonstration	-0.625	0.667	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.1	0.3	0.3	1
remonstrative	-0.375	0.708	0.458	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.1	0.3	0.3	1
remorse	-0.794	0.346	-0.246	0.0	0.0	0.0	0.0	1.0	0.0	0.1	0.2	0.7	0.5	1
remorseful	-0.306	-0.142	-0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.2	0.8	0.5	1
remorsefully	-0.667	-0.667	-0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.2	0.8	0.5	1
remorsefulness	-0.667	-0.593	-0.417	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.2	0.8	0.5	1
remorseless	-0.917	0.667	0.926	0.0	0.0	0.0	0.0	0.0	0.0	0.7	0.1	0.1	0.2	1
remorselessly	-1.0	0.667	0.708	0.0	0.0	0.0	0.0	0.0	0.0	0.7	0.1	0.1	0.2	1
remorselessness	-1.0	-0.667	0.238	0.0	0.0	0.0	0.0	0.0	0.0	0.7	0.1	0.1	0.2	1
remortgage	-0.583	0.667	0.556	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.6	0.4	0.5	1
remote	-0.084	-0.334	-0.046	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.2	0.2	0.3	1
remote control	-0.114	0.152	0.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5	0.8	1
remotely	0.0	-0.542	-0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.2	0.3	0.4	1
remoteness	-0.354	0.02	-0.322	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.1	0.1	0.2	1
remount	0.095	0.667	0.571	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.4	0.3	0.6	1
removability	0.042	-0.667	0.238	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.3	0.2	0.5	1
removable	0.0	-0.125	0.259	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.3	0.2	0.5	1
removal	-0.51	0.08	-0.264	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.3	0.2	0.6	1
remove	-0.416	0.078	-0.056	1.0	0.0	1.0	0.0	1.0	0.0	0.3	0.3	0.2	0.6	1
removed	-0.714	-0.667	-0.444	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.2	0.2	0.4	1
remover	-0.326	-0.114	0.052	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.4	0.5	0.5	1
remunerable	0.667	-0.083	0.333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.6	0.9	1
remunerate	0.667	0.63	0.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.7	0.9	1
remuneration	0.584	0.52	0.214	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.7	0.9	1
remunerative	0.952	0.0	0.593	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.6	0.9	1
renaissance	0.542	0.34	0.534	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.7	0.8	0.8	1
renal	-0.4	-0.04	-0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.3	0.5	0.3	1
rename	0.074	0.625	0.292	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.2	0.5	0.5	1
rencontre	0.02	-0.096	-0.074	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.3	0.4	0.4	1
rend	-0.142	-0.154	-0.23	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.1	0.1	0.2	1
render	0.082	-0.21	-0.104	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.5	0.5	0.5	1
renderer	0.0	0.519	0.417	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.4	0.5	0.5	1
rendering	0.062	-0.132	0.334	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.4	0.5	0.5	1
rendezvous	0.5	-0.02	0.316	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.5	0.9	0.8	1
rendition	-0.166	-0.28	-0.204	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.4	0.5	0.5	1
renegade	-0.72	0.28	0.018	1.0	0.0	0.0	0.0	0.0	0.0	0.7	0.2	0.1	0.2	1
renege	-0.667	0.556	-0.571	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.1	0.1	0.1	1
renegotiable	0.458	0.667	0.625	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.5	0.6	0.7	1
renegotiate	0.16	0.404	0.416	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.5	0.6	0.7	1
renegotiation	0.0	0.5	0.571	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.5	0.6	0.7	1
renew	0.736	-0.038	0.426	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.6	0.5	0.7	1
renewability	0.905	0.111	0.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.4	0.6	1
renewable	0.708	0.0	0.476	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.4	0.6	1
renewable energy	0.452	0.172	0.444	0.0	0.0	0.0	0.0	0.0	0.0	0.1	1.0	0.5	0.9	1
renewably	0.667	-0.25	0.381	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7	0.4	0.5	1
renewal	0.54	0.42	0.344	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.6	0.5	0.7	1
renoir	0.625	-0.667	0.375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.3	0.1	1
renormalize	0.381	0.667	0.222	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.3	0.3	0.4	1
renounce	-0.688	-0.02	0.104	1.0	0.0	0.0	0.0	0.0	0.0	0.4	0.1	0.2	0.2	1
renounceable	-0.417	-0.222	-0.037	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.2	0.2	0.2	1
renouncement	-0.667	-0.542	-0.667	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.1	0.1	0.1	1
renovate	0.756	0.098	0.51	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.7	0.5	0.7	1
renovated	0.566	-0.188	0.314	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.7	0.5	0.7	1
renovation	0.632	0.18	0.558	0.0	0.0	0.0	1.0	0.0	0.0	0.2	0.6	0.4	0.6	1
renovator	0.667	0.667	0.619	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.7	0.7	0.7	1
renown	0.386	-0.05	0.386	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.6	0.7	0.8	1
renowned	0.688	-0.038	0.394	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.5	0.7	0.7	1
rent	-0.312	-0.142	-0.108	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.4	0.3	0.3	1
rent control	-0.276	0.0	0.106	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.5	0.4	0.4	1
rent out	-0.516	-0.19	-0.414	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.6	0.4	0.5	1
rentability	0.833	0.0	0.222	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.8	0.3	0.7	1
rentable	0.429	0.0	0.259	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.7	0.3	0.6	1
rental	0.02	-0.26	-0.384	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.6	0.4	0.5	1
renter	0.18	-0.398	-0.258	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.5	0.5	0.4	1
renumber	-0.048	0.556	0.222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.2	0.3	1
renunciation	-0.48	0.156	-0.328	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.1	0.2	0.1	1
reoccupation	-0.556	-0.208	0.519	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.5	0.2	0.4	1
reoccupy	-0.095	0.667	0.519	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.5	0.2	0.4	1
reoccur	0.0	-0.667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.1	0.1	0.2	1
reoccurrence	-0.333	0.583	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.1	0.1	0.2	1
reoccurring	0.0	0.667	0.042	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.1	0.1	0.2	1
reoffend	-1.0	0.905	0.143	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.0	0.0	0.0	1
reoffer	0.333	0.583	0.286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.7	0.6	1
reopen	0.312	0.056	0.136	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.5	0.3	0.5	1
reorder	0.095	0.667	0.444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.2	0.5	1
reorganization	0.244	0.174	0.508	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.4	0.3	0.6	1
reorganize	0.334	0.18	0.444	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.4	0.3	0.6	1
